Weather score
clear,foggy,overcast,partly cloudy,rainy,snowy,undefined
5346,13,1239,738,738,769,1157
0.7342281099560695,0.9591778873660426,0.7408097748615624,0.7264671111143338,0.7573567328730165,0.7659781990041123,0.7259332884647698
0.7515596621015556,0.5041125803477114,0.7629561940302908,0.7192465380057917,0.7677747407940618,0.7854975324548008,0.7448789298708685
0.8326041974073342,0.882191661400214,0.8349363567544746,0.8392558189603104,0.8340338913614646,0.8364938538876234,0.7968908599614336
0.4243996641728489,0.19096285580368288,0.4543738099334232,0.37401536087635995,0.3932124942453055,0.4342408154127208,0.4327167525115787
0.3941301700960519,0.5343979231370451,0.2980535551066139,0.49098177076720506,0.4374287106156437,0.20935156167449873,0.5187091194898412
0.6874152169900098,0.6103900397474707,0.6733039257015923,0.6993650436898661,0.680476580356418,0.7500241089698221,0.7272563891865705
0.5065820682696415,nan,0.5096826350741254,0.522961059368357,0.5672751450055701,0.5201543260920294,0.568668897257141
0.5576485482710446,0.35116882538253047,0.567811469625968,0.5655527055854339,0.536168546061043,0.5451976026572343,0.5795185139543098
0.5590805696722033,nan,0.5952580607880241,0.5069356694415577,0.5323074997145508,0.5419832724888568,0.44252159489974735
0.0764710119225948,nan,nan,0.003219960102447371,0.03017951499463522,0.29744616204446805,nan
Weather accuracy
clear,foggy,overcast,partly cloudy,rainy,snowy,undefined
5346,13,1239,738,738,769,1157
0.6837856021529491,1.0,0.6882226980728051,0.6634086744043983,0.7010909090909091,0.7180585296216988,0.6722011385199241
0.7058544303797468,0.48148148148148145,0.7112756264236902,0.6489841986455982,0.7262118491921006,0.7461617195496417,0.6933265410086602
0.80429094714809,0.8571428571428571,0.8024327312937707,0.8126834997064005,0.8010821133036282,0.806016305875738,0.7573278800272665
0.2706896551724138,0.0,0.29218106995884774,0.20930232558139536,0.2545454545454545,0.232,0.30952380952380953
0.2260127931769723,0.0,0.13924050632911392,0.3014354066985646,0.3125,0.07142857142857142,0.36153846153846153
0.6106213717480112,0.375,0.5921375921375921,0.6134067952249771,0.5926285160038798,0.6905005107252298,0.6604146100691016
0.3276670574443142,nan,0.3424657534246575,0.32664756446991405,0.4124629080118694,0.3474576271186441,0.41975308641975306
0.456271864067966,0.2,0.4539877300613497,0.45813282001924927,0.42443729903536975,0.4320203303684879,0.47980416156670747
0.4,nan,0.4548611111111111,0.3157894736842105,0.4117647058823529,0.3865546218487395,0.31797235023041476
0.0,nan,nan,0.0,0.0,0.0,nan
Scene score
city street,gas stations,highway,parking lot,residential,tunnel,undefined
6112,7,2499,49,1253,27,53
0.7384458162436988,0.9768072250241836,0.7276118050564913,0.7450319644690926,0.7686408479135992,0.9444952340151408,0.8909441890574541
0.7598559742648842,0.9873134492585368,0.7138783610063967,0.6553269449338758,0.760886880618629,0.7263556134157717,0.599584615566976
0.8201130584557718,0.7306984095952165,0.838609619911781,0.8521331334658033,0.8560449724453166,0.878352873580735,0.7717075308547336
0.4419100268973202,nan,0.350421773703232,nan,0.327177339391263,nan,nan
0.4223792931443912,nan,0.32090202785389854,0.4851363468966585,0.39798446950625455,nan,0.1640041397430192
0.7112602498075896,0.46551137502221385,0.598850078871505,0.6023874056243534,0.6518270352766735,0.9368225576083142,0.7637862855742589
0.52933803439342,nan,0.48503635602179623,0.5192499083019161,0.5461465826564693,0.8326165552267464,nan
0.5752849432183466,0.6129979830624481,0.5401819133398373,0.3294383401733004,0.5098588953404456,0.2464900276658291,0.49453516924672075
0.5308442216415571,0.39342941100659024,0.5509649226315289,nan,0.48962051133449974,nan,nan
0.1846292418766194,nan,0.14281603830725234,nan,nan,nan,nan
Scene accuracy
city street,gas stations,highway,parking lot,residential,tunnel,undefined
6112,7,2499,49,1253,27,53
0.6865350089766606,1.0,0.6708357021034679,0.6296296296296297,0.7286274509803922,1.0,0.95
0.7125603864734299,1.0,0.6606026151222285,0.6,0.7142857142857143,0.6,0.5
0.7869620454184533,0.6666666666666666,0.8075111227427375,0.8372093023255814,0.8348623853211009,0.8555555555555555,0.7300613496932515
0.294021294021294,nan,0.16666666666666666,nan,0.15079365079365079,nan,nan
0.2608200455580866,nan,0.1111111111111111,0.375,0.208,nan,0.0
0.6418020679468243,0.4,0.473474801061008,0.4230769230769231,0.549407114624506,0.8571428571428571,0.5945945945945946
0.3584407003633961,nan,0.3103448275862069,0.2,0.3716216216216216,1.0,nan
0.46877774489493934,0.5,0.4351145038167939,0.22727272727272727,0.41331658291457285,0.07142857142857142,0.34782608695652173
0.37962962962962965,0.2,0.46875,nan,0.37254901960784315,nan,nan
0.0,nan,0.0,nan,nan,nan,nan
Timeofday score
dawn/dusk,daytime,night,undefined
778,5258,3929,35
0.7247038663025018,0.7361317161246499,0.7436636531402331,0.8437324174714627
0.747666039864993,0.7431783505037997,0.7729085987600278,0.3410472414548255
0.8266247610026906,0.8258191959412808,0.836760651466201,0.860264221282383
0.39528678790159133,0.4525825544703496,0.33812015127244477,nan
0.35095179862923426,0.4380752333935015,0.33411865513071726,nan
0.6947007106137418,0.7059319953087868,0.6850510392233605,0.8453676301533884
0.5664168590444081,0.5312164299245604,0.4808825769503211,0.8326165552267464
0.5183738639045896,0.5772683794553733,0.5157972782846288,0.32747304633767227
0.6545249721433805,0.5279004896042805,0.48237837262602046,0.8559652708785891
nan,0.22754902361550106,0.10848021291614701,nan
Timeofday accuracy
dawn/dusk,daytime,night,undefined
778,5258,3929,35
0.6611253196930946,0.6800927267458707,0.7002738788086272,0.8125
0.6939655172413793,0.6872539704085788,0.7390531229162036,0.23529411764705882
